,0,1
0,-3.116988347116653,-0.15598232658549405
1,-1.0982276106082223,0.5890180906557374
2,-2.1448688686128,-1.0834272812906485
3,3.20167235801781,0.9291148725576353
4,-5.653159270939685,-3.649837453074434
5,2.5511507708767436,2.0681757706063606
6,0.955696876313434,1.9413129077297229
7,-4.835006433421159,-3.028564490220446
8,-2.7851222096225543,-0.9793595471547654
9,-0.34744181755731685,0.296763163404675
10,-5.802932442507317,-1.6271099896936358
11,-3.861885668950861,3.3205933993496095
12,2.508375947393109,0.03850453605185772
13,-4.501310366455762,0.8369721718203184
14,3.82590294888518,3.8331708703598433
15,0.2654428651926325,9.558329807504393
16,-4.175794816768025,1.2781414061029026
17,-6.337676439083298,2.8957619284102454
18,0.6296909217432904,8.587024710596452
19,-0.46173879472317925,2.8719130328909106
20,-1.2935220027479621,1.6032670502550013
21,-2.0943502708983335,2.5969141743911726
22,-4.602130468295899,4.989744127119675
23,-0.49125470852653663,-0.6232236561524402
24,-0.42081299974025344,3.889320617660575
25,-6.732803418751077,0.8930356663799223
26,-7.898550399043016,3.7381195010756603
27,0.12528115287464703,-0.19489614002155164
28,-5.877436920093992,1.2826397900534485
29,-4.505307746118748,-3.8396008222207847
30,-0.6708607242877744,4.539498615774652
31,0.9064126290516886,2.969911376463339
32,-1.5845249283549743,1.7959125475259776
33,-5.32505718958688,2.3647621246149493
34,-2.5623307282164682,-1.1843814432571445
35,0.14163835128462932,1.9516827841268205
36,3.636326832107147,7.497301000968312
37,2.878598717504936,9.103233410177852
38,-0.9934571849499321,-1.8847514805845789
39,-6.448141973176933,0.4375901194582752
40,-2.092295466286181,1.4468493612377522
41,-9.257889106186859,-2.185385671581574
42,-4.604686367450006,3.493551790246955
43,-2.268703831915196,6.374512403611057
44,-5.508360582628875,-1.609764505280065
45,-2.56925025928134,0.9992030390135265
46,3.4718766371369094,1.4102873770834066
47,-6.273386327990271,1.7333551959305722
48,-6.858368969622371,1.1437270340289103
49,-3.617529556126563,0.9341400156903213
50,0.5224213535958845,8.599569030876932
51,-5.9719697155346605,2.0452164435035236
52,-6.267504848420575,3.5790332455088554
53,-7.270996782006419,-0.1354140015082989
54,-5.473525033736488,-0.2561270621360217
55,-2.024824984334197,-1.404527952986885
56,1.3786160867503288,7.0826621681162
57,-4.533455289280909,2.709273021687389
58,0.8091043477853598,2.595454760302477
59,-0.9061328243065658,3.587879646667248
60,2.110824579691714,9.010402603363332
61,2.225428920492835,5.8534974520197505
62,4.7348158814728585,1.3672047413611832
63,-1.9466582660589231,3.648831703805743
64,0.81660570602758,5.574170248098588
65,-1.1687476929142395,4.237240990764637
66,-5.495066834630197,-3.9725344815082284
67,2.7136370510552767,2.0243635307123924
68,-1.5463691350287072,6.411302566964132
69,-2.410714479888532,4.759364433376849
70,-4.375507623140962,0.9067233470603682
71,-4.228474510633511,1.4253740724740278
72,4.731328939177985,4.754747120429377
73,-6.065242205734794,-4.143723522649474
74,1.1410421569336597,3.151262915859869
75,-1.543504798324661,2.380473452081972
76,-5.906806915025777,1.432588292124798
77,-0.4756660527189889,2.6914705031414883
78,-4.985866954471572,0.5943780330857396
79,-2.0531078455293423,1.4321754192240383
